term,question,context,popularity,category,Culture_type
মারোয়াড়ি,"রাজস্থানের একটি প্রাচীন জাতিগোষ্ঠী, যারা প্রধানত রাজস্থানের উত্তর-পূর্ব অঞ্চলে বসবাস করে এবং তাদের সংস্কৃতি এবং ঐতিহ্য রাজস্থানী সংস্কৃতির একটি গুরুত্বপূর্ণ অংশ, এই জাতিগোষ্ঠীর নাম কী?",মারোয়াড়ি বা মারওয়াদি জাতি যা ভারতের রাজ্য রাজস্থানের থেকে উৎপন্ন একটি জাতিগোষ্ঠী।,0.005252980986,Location,Non-Cultural
তামিল জাতি,তামিলনাড়ু রাজ্যে এবং শ্রীলঙ্কার উত্তর-পূর্বাঞ্চলে প্রধান বসবাস করা দ্রাবিড় জনগোষ্ঠী কোনটি?,তামিল জাতি ভারতীয় রাজ্য তামিলনাড়ু ও শ্রীলঙ্কার উত্তর-পূর্বাঞ্চলে বসবাসকারী একটি দ্রাবিড় নৃ-ভাষাগত জনগোষ্ঠী।,0.007041572672,Language,Non-Cultural
অসমীয়া জাতি,"সরকারের সংজ্ঞানুযায়ী, বহুজাতিক, বহুভাষিক এবং বহুধর্মাবলম্বী অসমের অধিবাসীদের কী বলা হয়?","সরকারের সংজ্ঞা অনুযায়ী, অসমীয়া জাতি বলতে বোঝায় বহুজাতিক, বহুভাষিক ও বহুধর্মাবলম্বী অসমের অধিবাসীবৃন্দকে। ",0.0009668063165,Location,Non-Cultural
অ্যাংলো-ইন্ডিয়ান,ঔপনিবেশিক যুগে ইংরেজ এবং ভারতীয় সংমিশ্রণ থেকে উদ্ভূত একটি পৃথক সম্প্রদায় কী পরিচিত হয়েছিল?,ইঙ্গ-ভারতীয় সম্প্রদায় বা অ্যাংলো-ইন্ডিয়ান হলো ঔপনিবেশিক শাসনামলে ভারতীয় সমাজে একটি সম্পূর্ণ পৃথক বৈশিষ্টের বর্গ বা জনগোষ্ঠী।,0.001224621334,Religion,Cultural
মহারাষ্ট্রীয়,ঔপনিবেশিক সময়ে ইংরেজরা কোন একটি অঞ্চলকে কী নামে অভিহিত করত? যে অঞ্চলে আজকাল মুম্বই অবস্থিত।,মহারাষ্ট্রীয় বলতে বোঝায়:।,3.22E-05,Religion,Cultural
পাঞ্জাবি জাতি,দক্ষিণ এশিয়ার কোন ইন্দো-আর্য জাতি পাঞ্জাব অঞ্চলের সাথে বিশেষভাবে যুক্ত আছে?,পাঞ্জাবি জাতি দক্ষিণ এশিয়ার একটি ইন্দো-আর্য জাতি।,0.002884305511,Location,Non-Cultural
পারসি,"ভারতে বসবাসকারী যে সম্প্রদায় মূলত জরথুস্ট্রীয় ধর্ম অনুসরণ করে এবং তারা আধুনিক ইরানের মতো পুরাতন ইরানের সাথে সংশ্লিষ্ট, তারা সাধারণত কী নামে পরিচিত?",পারসি বা পারসী ; গুজরাতি : પારસી Pārsī ভারতীয় উপমহাদেশে বসবাসকারী দুটি বৃহত্তর জরথুস্ট্রীয় সম্প্রদায়ের অন্যতম।,0.01579116984,People,Cultural
উর্দু,"ইন্দো-ইউরোপীয় ভাষা পরিবারের ইন্দো-আর্য শাখার একটি ভাষা যা বেশিরভাগ দক্ষিণ এশীয় দেশে ব্যবহার করা হয়, এই ভাষার নাম কী?",উর্দু ভাষা ইন্দো-ইউরোপীয় ভাষা পরিবারের ইন্দো-আর্য শাখার ভাষা।,0.002014179826,Language,Non-Cultural
ওড়িয়া ভাষা,ভারতের কোন ভাষায় কথা বলা হয় যার মাধ্যমে একটি মোট ৪.২% জনগোষ্ঠী প্রতিনিধিত্ব করে?,ভারতের মোট জনগোষ্ঠীর ৪.২% লোক ওড়িয়া ভাষায় কথা বলে।,0.009523042217,Language,Non-Cultural
খ্রিস্টান,খ্রিস্টধর্ম অনুসারীদের কী বলে উল্লেখ করা হয়?,খ্রিস্টান বলতে খ্রিস্টধর্মাবলম্বীদের বোঝায়।,0.003577183371,Religion,Cultural
জৈন,কোন প্রাচীন ভারতীয় ধর্মের মতবাদীরা প্রকৃতির সাথে এমন একটি সম্পর্ক রাখেন যেখানে তিনি সমস্ত প্রাণীর সাথে ক্ষমা ও সহিষ্ণুতার প্রকাশ করেন এবং জীবনের সমস্ত রূপকে সমান মূল্যের বিবেচনা করেন?,"জৈনধর্ম , হলো একটি প্রাচীন ভারতীয় ধর্ম। ",0.0005639703513,Religion,Cultural
শিখ,"কোন ধর্মীয় সম্প্রদায়কে মুক্তিদাতা কীর্তন এবং বিশেষ ধার্মিক অনুষ্ঠানের জন্য পরিচিত, যারা মূলত পাকিস্তানের পূর্ব প্রান্তে বসবাস করতো এবং বর্তমানে মূলত ভারতের পাঞ্জাব রাজ্যে থাকে?",শিখ ধর্মের অনুসারীদেরকে শিখ বলা হয়।,0.007234933935,Miscellaneous,Miscellaneous
বৌদ্ধ,"কোন ধর্মীয় ও দার্শনিক ঐতিহ্যের মূল শিক্ষা মানুষের দুঃখ ও তার উপায় নিয়ে, যা বুদ্ধ দ্বারা প্রচারিত হয়েছিল এবং এর মূল গ্রন্থ ত্রিপিটক হিসেবে পরিচিত?",বৌদ্ধধর্ম একটি ভারতীয় ধর্ম বা দার্শনিক ঐতিহ্য।,0.00497905253,Religion,Cultural
ইহুদি,ইস্রায়েল ও যিহূদা রাজ্যের ইস্রায়েলীয় ও ইব্রীয় বংশোদ্ভূত একটি নৃধার্মিক গোষ্ঠী এবং জাতির নাম কী?,ইহুদি বা যিহূদী হল ঐতিহাসিক ইস্রায়েল ও যিহূদা রাজ্যের ইস্রায়েলীয় ও ইব্রীয়দের থেকে উদ্ভূত একটি নৃধর্মীয় গোষ্ঠী এবং একটি জাতি।,0.04010634869,Religion,Cultural
বস্তি,"জাতিসংঘের সংস্থা ইউএন-হ্যাবিটেট কোন শহরের কোন এলাকাকে যখন ভগ্নদশাগ্রস্থ বলে উল্লেখ করে, যেখানে নিম্নমানের বসতবাড়ি, অপরিচ্ছন্ন পরিবেশ এবং স্থায়ী নিরাপত্তার অভাব রয়েছে, তখন সেই এলাকার সাধারণ নাম কী?","জাতিসংঘের সংস্থা ইউএন-হ্যাবিটেটের সংজ্ঞা অনুসারে, বস্তি হল কোনো শহরের ভগ্নদশাগ্রস্থ এলাকা, যার বৈশিষ্ট্য হল নিম্নমানের বসতবাড়ি, অপরিচ্ছন্ন পরিবেশ এবং স্থায়ী নিরাপত্তার অভাব। ",0.004801804705,Miscellaneous,Miscellaneous
নিষিদ্ধ পল্লি,যৌনশিল্প সংক্রান্ত বাণিজ্যের জন্য পরিচিত সেই নির্দিষ্ট অঞ্চলের বাংলা নাম কী?,নিষিদ্ধ পল্লি বা লালবাতি এলাকা বলতে সেই অঞ্চলকে বোঝায় যেখানে যৌনশিল্প সংক্রান্ত বাণিজ্যের অস্তিত্ব বিদ্যমান।,0.002271994844,Miscellaneous,Miscellaneous
বাংলা সাহিত্য,কোন শব্দ ব্যবহার করে বাংলা ভাষায় রচিত সকল সাহিত্যকর্মকে সামনে রাখা হয়?,বাংলা ভাষায় রচিত সাহিত্যকর্ম বাংলা সাহিত্য নামে পরিচিত।,0.1055269094,People,Cultural
রবীন্দ্রনাথ ঠাকুর,"কে ছিলেন একাধারে বাঙালি কবি, ঔপন্যাসিক, সংগীতস্রষ্টা, নাট্যকার, চিত্রকর, ছোটগল্পকার, প্রাবন্ধিক, অভিনেতা, কণ্ঠশিল্পী ও দার্শনিক এবং যিনি ফিল্মে অভিনয় করেছিলেন এবং সেই ফিল্মের গানও রচনা করেছিলেন?","রবীন্দ্রনাথ ঠাকুর এফআরএএস ছিলেন একাধারে বাঙালি কবি, ঔপন্যাসিক, সংগীতস্রষ্টা, নাট্যকার, চিত্রকর, ছোটগল্পকার, প্রাবন্ধিক, অভিনেতা, কণ্ঠশিল্পী ও দার্শনিক। ",0.883983242,Miscellaneous,Miscellaneous
কাজী নজরুল ইসলাম,"বিংশ শতাব্দীর সেই বাঙালি কবি ও সঙ্গীতজ্ঞ কে যিনি ""রাগার কবি"" হিসেবে পরিচিত, তিনি কে?","কাজী নজরুল ইসলাম ১৮৯৯ – ২৯ আগস্ট ১৯৭৬; ১১ জ্যৈষ্ঠ ১৩০৬ – ১২ ভাদ্র ১৩৮৩ বঙ্গাব্দ ছিলেন বিংশ শতাব্দীর অন্যতম প্রধান বাঙালি কবি, উপন্যাসিক, নাট্যকার ও সঙ্গীতজ্ঞ। ",0.6253303255,People,Cultural
শরৎচন্দ্র চট্টোপাধ্যায়,"কোন ব্যক্তিকে বাংলা সাহিত্যের জননী বলা হয় এবং তিনি গল্প, উপন্যাস ও নাটক লিখেছিলেন?","শরৎচন্দ্র চট্টোপাধ্যায় ছিলেন একজন বাঙালি লেখক, ঔপন্যাসিক, ও গল্পকার। ",0.1927006123,People,Cultural
জীবনানন্দ দাশ,"বিংশ শতাব্দীর কোন বাঙালি কবি ও লেখক ছিলেন আধুনিক যুগের পথিকৃৎ এবং তার কাব্যে পরাবাস্তব দৃষ্টিভঙ্গি দেখা যায়? তিনি প্রথমে নজরুল ইসলামের প্রভাবে থাকলেও, পরবর্তীতে তাঁর কাব্যে মৌলিক ও নতুন পথের অনুসন্ধান দেখা যায়।","জীবনানন্দ দাশ ছিলেন বিংশ শতাব্দীর অন্যতম প্রধান আধুনিক বাঙালি কবি, লেখক ও প্রাবন্ধিক৷ তিনি বাংলা কাব্যে আধুনিকতার পথিকৃৎদের মধ্যে অন্যতম৷ তার কবিতায় পরাবাস্তবের দেখা মেলে৷ জীবনানন্দের প্রথম কাব্যে নজরুল ইসলামের প্রভাব থাকলেও দ্বিতীয় কাব্য থেকেই তিনি হয়ে ওঠেন মৌলিক ও ভিন্ন পথের অনুসন্ধানী। ",0.1751691911,People,Cultural
বিভূতিভূষণ বন্দ্যোপাধ্যায়,"কোন ব্যক্তিকে ""অমর কাব্য"" লেখায় তাঁর প্রভাব বিস্তার করেছিল এবং তিনি বাঙালি সাহিত্যের একজন জনপ্রিয় লেখক ছিলেন?'",বিভূতিভূষণ বন্দ্যোপাধ্যায় ছিলেন একজন জনপ্রিয় ভারতীয় বাঙালি সাহিত্যিক।,0.1314050918,People,Cultural
তারাশঙ্কর বন্দ্যোপাধ্যায়,"বিংশ শতাব্দীতে কোন বাঙালি লেখক যিনি তার কথাসাহিত্যে অনেক প্রশংসিত কাজ করেছিলেন, তাঁর নাম কী?",তারাশঙ্কর বন্দ্যোপাধ্যায় ছিলেন বিংশ শতাব্দীর এক বিশিষ্ট ভারতীয় বাঙালি কথাসাহিত্যিক।,0.07591040928,People,Cultural
মানিক বন্দ্যোপাধ্যায়,"৩ ডিসেম্বর ১৯৫৬ তারিখে কে প্রাণত্যাগ করেন, যিনি ভারতীয় বাঙালি কথাসাহিত্যিক ছিলেন?",মানিক বন্দ্যোপাধ্যায় – ৩ ডিসেম্বর ১৯৫৬ ছিলেন একজন ভারতীয় বাঙালি কথাসাহিত্যিক।,0.0988720593,People,Cultural
বুদ্ধদেব বসু,"বিংশ শতাব্দীতে কোন বাঙালি লেখক কবি, প্রাবন্ধিক, নাট্যকার, কথাসাহিত্যিক, অনুবাদক, সম্পাদক এবং সাহিত্য-সমালোচক হিসেবে অসাধারণ ভূমিকা পালন করেছিলেন?","বুদ্ধদেব বসু বিংশ শতাব্দীর একজন প্রভাবশালী বাঙালি কবি, প্রাবন্ধিক, নাট্যকার, কথাসাহিত্যিক, অনুবাদক, সম্পাদক ও সাহিত্য-সমালোচক ছিলেন। ",0.04302288108,People,Cultural
আশাপূর্ণা দেবী,কে ছিলেন সেই বাঙালি লেখিকা যিনি আমাদের সামনে আনিয়েছিলেন সুন্দর বাংলাদেশের গ্রামীণ জীবন এবং তাঁর ছোটগল্পগুলোতে শিশুদের মনোরম দুনিয়া তৈরি করেছিলেন?,"আশাপূর্ণা দেবী ছিলেন একজন ভারতীয় বাঙালি ঔপন্যাসিক, ছোটগল্পকার এবং শিশুসাহিত্যিক। ",0.04468256526,People,Cultural
শীর্ষেন্দু মুখোপাধ্যায়,কে সেই বিখ্যাত বাঙালি লেখক যিনি শিশু ও প্রাপ্তবয়স্কদের জন্য গল্প এবং উপন্যাস লিখেছেন এবং যার কাজ বাংলা সাহিত্যে একাডেমি পুরস্কার অর্জন করেছে?,"শীর্ষেন্দু মুখোপাধ্যায় একজন বিখ্যাত ভারতীয় বাঙালি সাহিত্যিক, যিনি শিশু ও প্রাপ্তবয়স্কদের জন্য গল্প ও উপ্যনাস লিখে থাকেন। ",0.03127618434,People,Cultural
বুদ্ধদেব গুহ,কোন বাঙালি লেখক বৌদ্ধ ধর্মের অনুসারী এবং তার লেখার দক্ষতা দিয়ে তিনি জানোয়ার সম্পর্কে লেখার জন্য পরিচিত?,বুদ্ধদেব গুহ একজন ভারতীয় বাঙালি লেখক।,0.008491782146,People,Cultural
মহাশ্বেতা দেবী,কে ছিলেন সেই বাঙালি লেখিকা যিনি নিরাপত্তা ও মানবাধিকারের জন্য লড়াই করেছিলেন এবং তাঁর লেখাপড়ার জন্য প্রখ্যাত?,মহাশ্বেতা দেবী ছিলেন একজন ভারতীয় বাঙালি কথাসাহিত্যিক ও মানবাধিকার আন্দোলনকর্মী।,0.04216886884,People,Cultural
সমরেশ মজুমদার,কোন বাঙালি ঔপন্যাসিক ও কথাসাহিত্যিক বাংলা সাহিত্যে অনেক জনপ্রিয় হয়েছিলেন যিনি একাধিক উপন্যাস ও গল্প লিখেছিলেন?,সমরেশ মজুমদার একজন ভারতীয় বাঙালি কথাসাহিত্যিক ও ঔপন্যাসিক।,0.02444408637,People,Cultural
সঞ্জীব চট্টোপাধ্যায়,কোন ব্যক্তিকে বাঙালি সাহিত্যের রম্য রচনায় অনূর্ণ অবদান রয়েছে যিনি জনপ্রিয় লেখক হিসেবে পরিচিত?,সঞ্জীব চট্টোপাধ্যায় একজন জনপ্রিয় বাঙালি লেখক যিনি মূলত রম্য রচনার জন্য খ্যাত।,0.01098936513,People,Cultural
সুনীল গঙ্গোপাধ্যায়,"বিশ শতকের শেষভাগে সক্রিয় হওয়া একজন প্রখ্যাত বাঙালি লেখক কে ছিলেন, যিনি বাংলা সাহিত্যে অনেক উল্লেখযোগ্য অবদান রেখেছিলেন?",সুনীল গঙ্গোপাধ্যায় বিশ শতকের শেষভাগে সক্রিয় একজন প্রথিতযশা বাঙালি সাহিত্যিক।,0.04798582017,People,Cultural
জয় গোস্বামী,বিংশ শতাব্দীর শেষের দিকে আবির্ভূত একজন আধুনিক বাঙালি কবি কে হলেন?,জয় গোস্বামী বিংশ শতাব্দীর শেষভাগে আবির্ভূত একজন আধুনিক বাঙ্গালী কবি।,0.02631324525,People,Cultural
রামনিধি গুপ্ত,বাংলা টপ্পা সঙ্গীতের এই মহান সংস্কারক সাধারণত কী নামে পরিচিত হয়েছিলেন? যিনি নিধু বাবু নামে পরিচিত।,"রামনিধি গুপ্ত সাধারণত নিধু বাবু নামে পরিচিত, বাংলা টপ্পা সঙ্গীতের একজন মহান সংস্কারক। ",0.004737350951,People,Cultural
গোপাল উড়ে,কে ছিলেন বাংলা পালাগানের একজন প्रখ্যাত অভিনেতা এবং রচয়িতা?,গোপাল উড়ে ছিলেন বাংলা পালাগানের অভিনেতা ও পালাগান রচয়িতা।,0.0003383822108,People,Cultural
গোঁজলা গুই,"কোন বাঙালি লোকগায়ক বাংলা গানের সংস্কৃতির একজন গুরুত্বপূর্ণ অবদানকারী ছিলেন, যিনি অনেক জনপ্রিয় গান গাইয়েছিলেন এবং তার গান বর্তমানেও অনেকের প্রিয় হিসেবে গণ্য?",গোঁজলা গুই ছিলেন একজন বাঙালি লোকগায়ক।,0.0007895584918,People,Cultural
রূপচাঁদ পক্ষী,"কে ছিলেন ঐ বিখ্যাত বাঙালি পাঁচালীকার, টপ্পা ও ঢপ গানের রচয়িতা?","রূপচাঁদ পক্ষী ছিলেন একজন বাঙালি পাঁচালীকার, টপ্পা ও ঢপ গান রচয়িতা। ",0.001095713825,Entertainment,Cultural
ব্রহ্মসঙ্গীত,ঊনবিংশ শতাব্দীর প্রথম ভাগ থেকে বিংশ শতাব্দীর মধ্যভাগ পর্যন্ত রচিত যে কোনো একটি সাংগীতিক কাজের নাম কী?,ঊনবিংশ শতাব্দীর প্রথম ভাগ থেকে বিংশ শতাব্দীর মধ্যভাগ পর্যন্ত সময় ব্রহ্মসঙ্গীতের রচনাকাল।,0,People,Cultural
কবিগান,"বেতার টেলিভিশন এবং ইন্টারনেটে প্রচারিত বাংলা লোকসংগীতের একটি বিশেষ ধারায় কোন প্রাচীন বাংলা গানের শैলী প্রকাশ পায়, যা সাধারণত কোন বিশেষ ব্যক্তির জীবনী বা কাহিনী সম্পর্কে গাওয়া হয়, সেটি কী?",বেতার টেলিভিশন ইন্টারনেট কবিগান বাংলা লোকসংগীতের একটি বিশেষ ধারা।,0.03021269739,People,Cultural
দ্বিজেন্দ্রগীতি,বিশিষ্ট বাঙালি নাট্যকার ও সঙ্গীতকার দ্বিজেন্দ্রলাল রায় রচিত এবং সুরারোপিত গানগুলির সংগ্রহ কী নামে পরিচিত?,দ্বিজেন্দ্রগীতি হল বিশিষ্ট বাঙালি নাট্যকার-সঙ্গীতস্রষ্টা দ্বিজেন্দ্রলাল রায় রচিত ও সুরারোপিত গান।,0.006977118917,Entertainment,Cultural
অতুলপ্রসাদ সেন,"ব্রিটিশ ভারতবর্ষের ঊনবিংশ শতাব্দীতে যিনি বাঙালি গীতিকার, সুরকার এবং গায়ক হিসেবে উঁচু স্থান অধিকার করেন, তিনি কে?","অতুলপ্রসাদ সেন ছিলেন ব্রিটিশ ভারতবর্ষে ঊনবিংশ শতাব্দীতে আবির্ভুত একজন বিশিষ্ট বাঙালি গীতিকার, সুরকার ও গায়ক। ",0.01683854335,People,Cultural
রবীন্দ্রভারতী বিশ্ববিদ্যালয়,কলকাতার সেই সরকারি বিশ্ববিদ্যালয়টির নাম কী? যেটি রবীন্দ্রনাথ ঠাকুরের নামে নামকরণ করা হয়েছে।,রবীন্দ্রভারতী বিশ্ববিদ্যালয় হলো কলকাতার একটি সরকারি বিশ্ববিদ্যালয়।,0.009909764744,Organization,Non-Cultural
দেবব্রত বিশ্বাস,"রবীন্দ্রসংগীতের একজন পопুলার গায়ক এবং শিক্ষক যিনি বাঙালি সম্প্রদায়ের গানের সংস্কৃতির উৎসাহী প্রচারক, তিনি কে?",দেবব্রত বিশ্বাস এক স্বনামধন্য ভারতীয় বাঙালি রবীন্দ্রসংগীত গায়ক ও শিক্ষক।,0.003657750564,Miscellaneous,Miscellaneous
কৃষ্ণা চট্টোপাধ্যায়,বাংলা কাব্যগীতির জগতে একজন প্রখ্যাত কণ্ঠশিল্পী কে বলা হয় যিনি ভারতের একজন বিশিষ্ট বাঙালি শিল্পী এবং তার গান আর্তিকে সাহিত্যের সৌন্দর্য দিয়ে পরিচালিত করেছিলেন?,কৃষ্ণা চট্টোপাধ্যায় একজন বিশিষ্ট ভারতীয় বাঙালি কণ্ঠশিল্পী তথা বাংলা কাব্যগীতির জগতে এক প্রবাদপ্রতিম ব্যক্তিত্ব।,0.0005800837899,Entertainment,Cultural
সলিল চৌধুরী,"কোন ব্যক্তিকে ভারতের সঙ্গীত সংস্কৃতির একজন মূল্যবান যোগদানকারী হিসেবে পরিচিত যিনি সঙ্গীত পরিচালক, গীতিকার, সুরকার এবং গল্পকার হিসেবে কাজ করেছেন?","সলিল চৌধুরী একজন ভারতীয় সঙ্গীত পরিচালক, গীতিকার, সুরকার এবং গল্পকার। ",0.01943280696,Miscellaneous,Miscellaneous
মোহিনী চৌধুরী,কোন ব্যক্তি বাঙালি কবিতার একজন উল্লেখযোগ্য অবদানকারী এবং তিনি গীতিকার এবং চিত্র পরিচালক হিসেবেও পরিচিত?,"মোহিনী চৌধুরী একজন খ্যাতনামা বাঙালি কবি, গীতিকার ও চিত্র পরিচালক। ",0.03003544956,Entertainment,Cultural
শচীন দেববর্মণ,"বিংশ শতাব্দীতে যিনি ভারতীয় বাংলা ও হিন্দী গানের ক্ষেত্রে অনেক জনপ্রিয় সঙ্গীত তৈরি করেছিলেন এবং লোকসঙ্গীতের উন্নয়নে অবদান রাখেন, তিনি কে?","শচীন দেববর্মণ বিংশ শতাব্দীতে ভারতীয় বাংলা ও হিন্দী গানের কিংবদন্তীতুল্য ও জনপ্রিয় সঙ্গীত পরিচালক , সুরকার , গায়ক ও লোকসঙ্গীত শিল্পী। ",0.01102159201,Entertainment,Cultural
মানবেন্দ্র মুখোপাধ্যায়,কোন ব্যক্তিকে বাঙালি সঙ্গীত শিল্পী ও সুরকার হিসেবে পরিচিত যিনি ভারতের গান সাহিত্যে অনেক লাভ করেছেন?',মানবেন্দ্র মুখোপাধ্যায় একজন ভারতীয় বাঙালি সঙ্গীত শিল্পী ও সুরকার।,0.003222687722,Miscellaneous,Miscellaneous
জ্যাজ সঙ্গীত,বিংশ শতাব্দীর শুরুর দিকে নিউ অরলিন্সে উদ্ভব হওয়া এবং আমেরিকান সঙ্গীতের একটি অনন্য শাখা কী?,জ্যাজ সঙ্গীত হচ্ছে মূলতঃ আমেরিকার এক ধরনের সঙ্গীত যা বিংশ শতাব্দীর গোড়ার দিকে নিউ অরলিন্সে শুরু হয়েছিল।,0.0001127940703,Organization,Non-Cultural
কবীর সুমন,"যে ব্যক্তি ভারতের বাঙালি সংস্কৃতির গান দিয়ে পরিচিত, তিনি সাথে সাথে অভিনয় করেন, সংবাদ প্রচার করেন, লেখাপড়া করেন এবং সুইকোর্ড সদস্য হিসেবেও কাজ করেন, সে কে?","কবীর সুমন একজন ভারতীয় বাঙালি গায়ক, গীতিকার, অভিনেতা, বেতার সাংবাদিক, গদ্যকার ও সংসদ সদস্য। ",0.01263293587,Miscellaneous,Miscellaneous
নচিকেতা চক্রবর্তী,কোন বাঙালি কণ্ঠশিল্পী ও সংগীতকার বাংলাদেশের গণমাধুরী হিসেবে পরিচিত এবং তার 'ঈশ্বর করোমোহিনী' গান সবচেয়ে পপুলার?,নচিকেতা চক্রবর্তী হলেন একজন ভারতীয় বাঙালি কণ্ঠশিল্পী ও সংগীতকার।,0.02210763777,Entertainment,Cultural
অঞ্জন দত্ত,"কে সেই ব্যক্তি যিনি ভারতীয় বাঙালি সঙ্গীতশিল্পী, চলচ্চিত্র অভিনেতা এবং পরিচালক হিসেবে পরিচিত?","অঞ্জন দত্ত একজন ভারতীয় বাঙালি সঙ্গীতশিল্পী, চলচ্চিত্র অভিনেতা এবং পরিচালক। ",0.005462455688,Miscellaneous,Miscellaneous
ভারতীয় শাস্ত্রীয় সঙ্গীত,"বৈদিক যুগ থেকে চলে আসা এই সংস্কৃতি কোন শব্দে উল্লেখ করা হয়, যা ভারতের সাংস্কৃতিক ঐতিহ্যের একটি গুরুত্বপূর্ণ অংশ এবং শাস্ত্রীয় রীতিনীতি অনুসরণ করে তৈরি হয়?",ভারতীয় শাস্ত্রীয় সঙ্গীতের চর্চা ভারতে বৈদিক যুগ হতেই চলে আসছে।,0.0004189494038,Entertainment,Cultural
পয়লা বৈশাখ,বাংলা নববর্ষের উৎসব কোন মাসের প্রথম দিনে অনুষ্ঠিত হয়?,"ধরন প্রতিষ্ঠান পুরস্কার পহেলা বৈশাখ বা পয়লা বৈশাখ বঙ্গাব্দের প্রথম দিন, তথা বাংলা নববর্ষ। ",0.0001933612633,Temporal,Non-Cultural
ডোভার লেন সঙ্গীত সম্মেলন,কলকাতায় বার্ষিকভাবে আয়োজিত হিন্দুস্তানি শাস্ত্রীয় সংগীতের এক উৎসবের নাম কী?,ডোভার লেন সঙ্গীত সম্মেলন কলকাতায় আয়োজিত একটি বার্ষিক হিন্দুস্তানি শাস্ত্রীয় সংগীত উৎসব।,0,Entertainment,Cultural
দীনবন্ধু মিত্র,কোন লেখক ঊনবিংশ শতাব্দীর বাংলা নাটকের অন্যতম প্রধান রূপকার হিসেবে স্বীকৃত হয়েছেন যিনি 'অভিশাপ্ত' নাটকের রচয়িতা?,দীনবন্ধু মিত্র ঊনবিংশ শতাব্দীর বাংলা নাটকের অন্যতম শ্রেষ্ঠ রূপকার।,0.03723815662,People,Cultural
গিরিশচন্দ্র ঘোষ,"কে ছিলেন ঐতিহাসিক বাঙালি সংগীতস্রষ্টা, কবি, নাট্যকার, ঔপন্যাসিক, নাট্যপরিচালক ও নট?","গিরিশচন্দ্র ঘোষ ছিলেন একজন বিশিষ্ট বাঙালি সংগীতস্রষ্টা, কবি, নাট্যকার, ঔপন্যাসিক, নাট্যপরিচালক ও নট। ",0.03461166613,People,Cultural
দ্বিজেন্দ্রলাল রায়,বাংলাদেশের সংগীতমালার অনেক গানের রচয়িতা এবং বিখ্যাত নাটক 'বিমলা' এর রচনাকারী কে ছিলেন?',"দ্বিজেন্দ্রলাল রায় ছিলেন একজন বিশিষ্ট বাঙালি কবি, নাট্যকার ও সংগীতস্রষ্টা। ",0.072703835,People,Cultural
ক্ষীরোদপ্রসাদ বিদ্যাবিনোদ,"ব্রিটিশ ভারতের যে প্রখ্যাত নাট্যকার কর্তৃক বিভিন্ন সাহিত্যিক রচনা তৈরি করা হয়েছিল, তিনি কে?",ক্ষীরোদপ্রসাদ বিদ্যাবিনোদ হলেন ব্রিটিশ ভারতের একজন প্রখ্যাত নাট্যকার।,0.004157267161,People,Cultural
বিজন ভট্টাচার্য,কোন বাঙালি অভিনেতা ও নাট্য ব্যক্তিত্ব ছিলেন যিনি আমাদের সাহিত্য ও নাটক শিল্পের ইতিহাসে একজন অনন্য চরিত্র হিসেবে স্মরণ করা হন?,বিজন ভট্টাচার্য ছিলেন একজন বাঙালি নাট্য ব্যক্তিত্ব ও অভিনেতা।,0.02133419272,People,Cultural
উৎপল দত্ত,"বাংলা গণনাট্য আন্দোলনের সময়ে যিনি একজন বিশিষ্ট অভিনেতা এবং নাট্যকার হিসেবে পরিচিত ছিলেন এবং তাঁর কর্মজীবন দিয়ে এই আন্দোলনকে আরও গভীর করে তোলায় অবদান রাখেন, তিনি কে?",উৎপল দত্ত বাংলা গণনাট্য আন্দোলনের সময়ে বিশিষ্ট অভিনেতা এবং নাট্যকার।,0.02922977763,Entertainment,Cultural
শম্ভু মিত্র,"বাংলা ও ভারতীয় নাট্যজগতে যিনি একজন স্বনামধন্য আবৃত্তিশিল্পী এবং চলচ্চিত্র অভিনেতা হিসেবে পরিচিত ছিলেন এবং কিংবদন্তি ব্যক্তিত্ব হিসেবে স্মরণ করা হয়ে থাকেন, তিনি কে?","শম্ভু মিত্র বাংলা তথা ভারতীয় নাট্যজগতের এক কিংবদন্তি ব্যক্তিত্ব, স্বনামধন্য আবৃত্তিশিল্পী ও চলচ্চিত্র অভিনেতা ছিলেন। ",0.009813084112,People,Cultural
সৌমিত্র চট্টোপাধ্যায়,১৫ নভেম্বর ২০২০ তারিখে কে প্রিমিয়াম ভিডিও অ্যানিমেশনের প্রথম বাঙালি এনিমেটেড ফিচার ফিল্মে অভিনয় করেছিলেন?,সৌমিত্র চট্টোপাধ্যায় — ১৫ নভেম্বর ২০২০ একজন ভারতীয় বাঙালি চলচ্চিত্র অভিনেতা।,0.01981952949,Entertainment,Cultural
মনোজ মিত্র,"কে ছিলেন সেই বাঙালি অভিনেতা এবং নাট্যকার, যিনি থিয়েটার, চলচ্চিত্র এবং টেলিভিশনে কাজ করেছিলেন?","মনোজ মিত্র ছিলেন একজন বাঙালি থিয়েটার, চলচ্চিত্র এবং টেলিভিশন অভিনেতা এবং নাট্যকার। ",0.01543667419,People,Cultural
